card_id,opponent,sa-pow,bcd-pt,sa-tec
602,Villager3,13,18,16
602,Seto,0,22,18
602,Shadi,32,44,30
602,Kaiba,0,0,24
602,Ocean Mage,34,40,0
602,Forest Mage,20,22,0
602,High Mage Kepura,0,0,36
602,Labyrinth Mage,13,14,12
602,Duel Master K,13,18,0
603,Montain Mage,8,0,0
603,Nitemare,1,0,0
604,Rex Raptor,18,19,16
604,Shadi,12,12,12
604,Pegasus,36,38,0
604,Ocean Mage,10,12,0
604,Desert Mage,8,18,16
605,Villager2,14,25,23
605,Villager3,13,18,16
605,Rex Raptor,18,19,16
605,Shadi,20,22,20
605,Ocean Mage,22,24,0
605,Desert Mage,16,18,16
605,High Mage Martis,12,12,10
605,Labyrinth Mage,13,14,12
605,Duel Master K,13,18,72
606,Villager2,14,25,23
606,Villager3,13,18,16
606,Rex Raptor,18,19,16
606,Shadi,27,44,30
606,Ocean Mage,34,40,0
606,Desert Mage,16,18,16
606,Labyrinth Mage,13,14,12
606,Duel Master K,13,18,0
607,Jono,2,0,0
607,Nitemare,2,0,0
608,Villager2,14,0,0
608,Weevil Underwood,22,26,0
608,Yami Bakura,48,44,0
608,Mage Soldier,22,26,0
608,High Mage Secmeton,25,33,0
608,High Mage Anubisius,22,22,22
608,Labyrinth Mage,13,14,12
608,Guardian Neku,20,21,20
609,Seto,0,22,18
609,Weevil Underwood,20,26,42
609,Shadi,12,12,12
609,Ocean Mage,10,12,0
609,Forest Mage,20,22,0
609,High Mage Anubisius,22,22,22
610,Villager2,2,2,2
610,Labyrinth Mage,0,0,28
610,Nitemare,1,0,0
611,Jono,44,44,42
611,Seto,0,22,18
611,Mage Soldier,22,24,0
611,Jono 2nd,42,44,1
611,Forest Mage,16,22,0
611,High Mage Martis,12,12,10
612,Villager3,13,18,16
612,Yami Bakura,40,48,40
612,High Mage Secmeton,25,33,0
612,High Mage Martis,24,24,20
612,Duel Master K,13,18,16
613,Heishin,20,0,0
613,High Mage Secmeton,10,0,0
613,Labyrinth Mage,16,0,0
613,Seto 2nd,12,16,0
613,Heishin 2nd,20,0,0
613,Seto 3rd,24,0,48
613,Nitemare,32,0,0
614,Bandit Keith,8,8,8
614,Kaiba,12,13,1
615,Isis,46,46,0
615,Nitemare,1,48,0
616,Jono,2,0,0
616,Heishin,20,0,0
616,Teana 2nd,18,0,0
616,Seto 3rd,22,0,0
617,Nitemare,32,14,0
618,Heishin,0,0,26
618,Montain Mage,11,10,0
618,Meadow Mage,20,12,0
618,Seto 2nd,0,0,48
619,Heishin,20,0,0
619,Kaiba,0,0,48
619,Seto 2nd,0,0,48
619,Heishin 2nd,0,0,52
619,Seto 3rd,16,12,0
620,Villager2,14,0,0
620,Villager3,14,0,0
620,Weevil Underwood,44,42,0
620,Forest Mage,20,22,0
620,High Mage Anubisius,42,42,42
620,Labyrinth Mage,13,14,0
620,Duel Master K,14,0,0
621,Isis,10,10,10
621,Kaiba,12,13,48
622,Teana,0,0,52
622,Heishin,10,0,26
622,Yami Bakura,20,0,0
622,Seto 2nd,12,12,10
623,Heishin,24,28,1
623,Heishin 2nd,12,28,0
624,Seto 2nd,12,18,10
625,Isis,50,0,0
625,Nitemare,1,0,1
626,Isis,50,0,0
626,Nitemare,1,0,1
627,Heishin,26,24,0
627,Mage Soldier,0,0,42
627,Seto 2nd,16,0,0
627,Heishin 2nd,26,24,0
627,Seto 3rd,24,24,0
627,Darknite,28,22,0
627,Nitemare,32,32,0
628,Teana,0,0,42
628,Shadi,5,0,0
628,Yami Bakura,6,0,0
628,Teana 2nd,40,0,0
628,High Mage Secmeton,5,0,0
629,Villager2,14,25,0
629,Villager3,14,18,0
629,Pegasus,36,38,0
629,Labyrinth Mage,13,14,8
629,Darknite,0,22,22
629,Duel Master K,0,18,0
630,Yami Bakura,10,10,6
630,Pegasus,0,0,48
630,Kaiba,12,13,1
631,Heishin,24,32,1
631,Pegasus,0,0,36
631,Heishin 2nd,24,32,0
632,Heishin,12,16,1
632,Pegasus,0,0,36
632,Mage Soldier,0,0,52
632,Heishin 2nd,12,16,0
633,High Mage Secmeton,52,76,0
633,Guardian Sebek,24,26,24
634,Heishin,24,32,1
634,Heishin 2nd,24,32,0
635,Simon Muran,52,56,0
635,Villager1,74,75,60
635,Mage Soldier,0,0,48
635,Montain Mage,56,72,60
636,Mai Valentine,94,0,0
636,Bandit Keith,30,0,0
636,Pegasus,28,0,0
636,Mage Soldier,14,0,52
636,High Mage Atenza,66,86,1
636,Guardian Sebek,24,26,24
636,Guardian Neku,20,21,58
636,Darknite,22,22,22
637,Montain Mage,12,10,0
637,Meadow Mage,20,22,0
638,High Mage Secmeton,25,0,0
638,Forest Mage,24,0,0
638,High Mage Anubisius,22,22,0
638,High Mage Kepura,12,39,0
639,Kaiba,0,0,40
639,Guardian Neku,0,0,48
639,Seto 3rd,14,16,48
640,Weevil Underwood,20,0,0
640,Forest Mage,20,0,0
641,Seto 3rd,14,16,0
642,Villager2,14,25,0
642,Villager3,14,18,0
642,Pegasus,36,38,0
642,Labyrinth Mage,14,14,0
642,Darknite,0,22,22
642,Duel Master K,14,18,0
643,Villager2,14,0,0
643,Weevil Underwood,22,26,0
643,Bandit Keith,30,36,36
643,High Mage Anubisius,22,22,20
643,Labyrinth Mage,14,14,0
643,Guardian Sebek,24,26,24
644,Teana,0,0,52
644,Mage Soldier,40,0,0
645,Heishin,4,0,0
645,Mage Soldier,0,0,52
645,Seto 2nd,12,0,0
645,Heishin 2nd,4,0,0
645,Seto 3rd,0,0,48
646,Heishin,46,64,1
646,Heishin 2nd,46,64,0
647,Seto 3rd,26,32,24
648,Mai Valentine,30,0,0
648,Bandit Keith,54,0,0
648,High Mage Atenza,16,27,1
648,Guardian Sebek,50,50,46
649,Isis,48,48,0
649,Kaiba,0,48,0
649,Nitemare,1,35,1
650,High Mage Secmeton,25,33,0
650,High Mage Martis,12,12,0
650,High Mage Kepura,15,39,0
650,Guardian Neku,28,21,48
650,Seto 3rd,24,32,0
651,Jono,33,34,35
651,Kaiba,0,0,56
651,Mage Soldier,0,0,80
651,Jono 2nd,0,20,100
651,High Mage Kepura,0,0,100
652,Villager2,0,0,32
652,Villager3,18,26,26
652,Pegasus,0,32,0
652,Labyrinth Mage,0,0,24
652,Darknite,0,0,24
652,Duel Master K,10,26,26
653,Yami Bakura,0,0,32
653,Kaiba,0,0,80
653,Mage Soldier,0,0,52
653,Jono 2nd,0,0,100
653,High Mage Secmeton,0,0,32
653,High Mage Kepura,0,0,80
653,Seto 2nd,0,0,24
653,Seto 3rd,0,0,25
654,Jono,0,0,35
654,Jono 2nd,0,0,100
655,Villager1,16,18,20
655,Villager2,0,0,32
655,Villager3,0,0,23
655,Mage Soldier,0,0,52
655,Jono 2nd,0,0,100
655,Montain Mage,0,0,18
655,Labyrinth Mage,0,0,24
655,Seto 2nd,0,0,40
655,Guardian Neku,0,0,18
655,Darknite,0,0,90
655,Duel Master K,0,0,26
656,Seto,0,0,32
656,Rex Raptor,16,0,0
656,Isis,0,0,32
656,Forest Mage,0,0,36
656,Seto 2nd,0,0,48
656,Seto 3rd,0,0,24
656,Nitemare,0,0,30
657,Labyrinth Mage,0,0,20
658,Bandit Keith,48,60,64
658,Seto 2nd,0,0,64
658,Guardian Sebek,0,0,40
659,Teana 2nd,0,0,172
659,Montain Mage,0,2,12
659,Meadow Mage,18,12,0
659,Darknite,0,0,32
659,Nitemare,0,0,48
660,Bandit Keith,0,0,64
660,Guardian Sebek,0,0,40
661,Heishin,0,0,52
661,Yami Bakura,0,0,2
661,Isis,0,0,2
661,Kaiba,0,0,32
661,Mage Soldier,2,0,0
661,High Mage Kepura,0,0,40
661,Labyrinth Mage,0,0,20
661,Heishin 2nd,0,0,20
661,Seto 3rd,0,0,52
661,Darknite,0,0,28
662,Weevil Underwood,0,0,64
662,High Mage Anubisius,0,0,40
663,Isis,0,0,64
663,Mage Soldier,0,0,52
663,Teana 2nd,0,0,172
663,Nitemare,0,0,40
664,Shadi,0,0,40
664,Isis,0,0,32
664,Ocean Mage,0,0,260
664,Seto 2nd,0,0,42
664,Heishin 2nd,0,0,48
664,Nitemare,0,0,40
665,Villager1,0,0,12
665,Heishin,0,0,52
665,Yami Bakura,0,0,32
665,Pegasus,0,0,32
665,Isis,0,0,32
665,Kaiba,0,0,80
665,Montain Mage,0,0,8
665,High Mage Atenza,0,0,50
665,High Mage Kepura,0,0,40
665,Seto 2nd,0,0,24
665,Seto 3rd,0,0,24
665,Darknite,0,0,30
665,Nitemare,0,0,40
666,Simon Muran,0,0,20
666,Villager1,0,0,12
666,Weevil Underwood,0,0,32
666,Yami Bakura,0,0,54
666,Pegasus,0,0,32
666,Kaiba,0,0,80
666,Montain Mage,0,0,8
666,High Mage Atenza,0,0,50
666,High Mage Kepura,0,0,40
666,Seto 2nd,0,0,24
666,Seto 3rd,0,0,8
666,Darknite,0,0,30
667,Labyrinth Mage,0,0,168
667,Heishin 2nd,0,0,10
668,Yami Bakura,0,0,32
668,Pegasus,0,0,40
668,Teana 2nd,10,0,52
668,High Mage Kepura,0,0,40
668,Darknite,0,0,52
669,Seto 2nd,0,0,52
669,Guardian Neku,0,0,42
669,Heishin 2nd,0,0,32
669,Seto 3rd,0,0,40
669,Darknite,0,0,52
670,Seto,0,0,48
670,Kaiba,0,12,80
671,Simon Muran,0,0,14
671,Villager1,0,0,12
671,Yami Bakura,0,0,8
671,Montain Mage,0,0,8
671,Guardian Neku,0,0,40
671,Seto 3rd,0,0,8
671,Nitemare,20,0,0
672,Heishin,0,0,52
672,Mai Valentine,0,0,64
672,Yami Bakura,0,0,32
672,Pegasus,0,0,42
672,Isis,0,0,36
672,Kaiba,0,0,52
672,High Mage Secmeton,0,0,32
672,High Mage Anubisius,0,0,9
672,High Mage Atenza,0,0,100
672,High Mage Kepura,0,0,40
672,Seto 2nd,0,0,24
672,Seto 3rd,0,0,32
672,Darknite,0,0,24
672,Nitemare,0,0,48
673,Villager1,0,0,12
673,Yami Bakura,0,0,8
673,Mage Soldier,0,0,52
673,Montain Mage,0,0,8
673,High Mage Atenza,0,0,30
673,Seto 3rd,0,0,8
674,Villager1,0,0,12
674,Yami Bakura,0,0,8
674,Mage Soldier,0,0,52
674,Montain Mage,0,0,8
674,High Mage Atenza,0,0,30
674,Seto 3rd,0,0,8
675,Kaiba,0,0,5
675,High Mage Atenza,0,0,14
675,Seto 3rd,0,0,72
676,Simon Muran,0,0,20
676,Villager1,0,0,12
676,Heishin,0,0,52
676,Mai Valentine,0,0,32
676,Yami Bakura,0,0,8
676,Pegasus,0,0,32
676,Isis,0,0,32
676,Kaiba,0,0,80
676,Montain Mage,0,0,8
676,High Mage Atenza,0,0,90
676,High Mage Martis,0,0,25
676,Meadow Mage,0,0,32
676,Darknite,0,0,24
677,Simon Muran,0,18,20
677,Jono,0,18,16
677,Villager1,0,0,12
677,Seto,0,18,8
677,Weevil Underwood,0,0,32
677,Yami Bakura,0,0,8
677,Pegasus,0,0,32
677,Kaiba,0,0,80
677,Jono 2nd,0,0,20
677,Forest Mage,0,0,18
677,Montain Mage,0,0,8
677,Meadow Mage,0,0,32
677,Darknite,0,0,24
678,Villager1,0,0,12
678,Yami Bakura,0,0,10
678,Mage Soldier,0,0,52
678,Montain Mage,0,0,8
679,Jono,0,0,16
679,Villager1,0,0,12
679,Rex Raptor,0,0,32
679,Bandit Keith,0,0,30
679,Yami Bakura,0,0,32
679,Kaiba,0,0,80
679,Montain Mage,0,0,8
679,Seto 2nd,0,0,24
680,Villager1,0,0,12
680,Yami Bakura,0,0,10
680,Kaiba,0,0,80
680,Montain Mage,0,0,8
680,High Mage Atenza,0,0,90
680,Nitemare,20,0,0
681,Simon Muran,0,18,36
681,Teana,0,14,52
681,Jono,16,18,16
681,Villager1,16,18,24
681,Seto,0,0,48
681,Weevil Underwood,0,0,120
681,Teana 2nd,0,0,52
681,Montain Mage,0,0,12
681,Meadow Mage,0,0,64
682,Simon Muran,12,0,36
682,Teana,0,0,52
682,Seto,0,18,52
682,Heishin,0,0,24
682,Rex Raptor,0,20,36
682,Weevil Underwood,0,0,90
682,Shadi,0,20,210
682,Pegasus,0,0,120
682,Teana 2nd,0,0,52
682,Forest Mage,0,0,48
682,Desert Mage,0,0,24
682,High Mage Martis,0,18,25
682,Meadow Mage,0,0,64
682,Seto 2nd,0,0,24
683,Simon Muran,0,0,36
683,Jono,0,0,16
683,Villager2,0,0,32
683,Villager3,0,0,32
683,Seto,0,18,56
683,Heishin,0,0,24
683,Rex Raptor,0,0,48
683,Weevil Underwood,0,16,90
683,Shadi,0,0,210
683,Mage Soldier,0,0,52
683,Teana 2nd,0,0,52
683,Forest Mage,0,0,48
683,High Mage Anubisius,0,0,130
683,Montain Mage,0,0,16
683,Desert Mage,0,0,24
683,High Mage Martis,0,18,25
683,Labyrinth Mage,0,0,24
683,Guardian Neku,0,0,48
683,Heishin 2nd,0,0,14
683,Duel Master K,0,0,32
684,Villager2,0,0,32
684,Villager3,0,0,32
684,Seto,0,0,20
684,Heishin,0,0,24
684,Weevil Underwood,0,0,90
684,Mai Valentine,0,26,36
684,Bandit Keith,0,30,32
684,Yami Bakura,0,32,32
684,Pegasus,0,0,120
684,Jono 2nd,14,0,0
684,Teana 2nd,0,0,52
684,Ocean Mage,0,0,52
684,Forest Mage,0,0,48
684,High Mage Anubisius,0,0,136
684,High Mage Atenza,0,0,90
684,High Mage Martis,0,0,25
684,High Mage Kepura,0,0,40
684,Labyrinth Mage,0,0,24
684,Seto 2nd,0,0,24
684,Guardian Sebek,0,0,20
684,Guardian Neku,0,0,48
684,Heishin 2nd,0,0,24
684,Seto 3rd,0,0,24
684,Duel Master K,0,0,32
685,Mai Valentine,0,0,36
685,Bandit Keith,0,0,36
685,Yami Bakura,0,0,34
685,Pegasus,0,64,0
685,Isis,0,32,0
685,Jono 2nd,0,0,52
685,Ocean Mage,0,0,68
685,High Mage Secmeton,0,0,32
685,Montain Mage,0,0,32
685,High Mage Atenza,0,0,40
685,High Mage Kepura,0,0,80
685,Seto 2nd,0,0,24
685,Guardian Sebek,0,0,20
685,Guardian Neku,0,0,48
685,Seto 3rd,0,0,48
685,Darknite,0,0,40
685,Nitemare,20,0,52
686,Isis,0,0,36
686,Kaiba,0,14,0
687,Villager2,0,0,32
687,Villager3,0,0,32
687,Seto,0,18,20
687,Heishin,0,0,24
687,Mai Valentine,0,0,36
687,Shadi,0,0,210
687,Isis,0,0,36
687,Kaiba,0,64,48
687,Forest Mage,0,0,32
687,High Mage Atenza,0,0,24
687,High Mage Martis,0,18,25
687,High Mage Kepura,0,0,80
687,Labyrinth Mage,0,0,24
687,Seto 2nd,0,0,24
687,Heishin 2nd,0,0,48
687,Seto 3rd,0,0,48
687,Darknite,0,0,48
687,Nitemare,0,0,76
687,Duel Master K,0,0,32
688,Villager2,0,0,32
688,Villager3,0,0,32
688,Seto,0,0,20
688,Heishin,0,0,24
688,Weevil Underwood,0,0,32
688,Bandit Keith,0,0,36
688,Yami Bakura,0,0,34
688,Kaiba,0,0,48
688,Mage Soldier,0,0,72
688,Forest Mage,0,0,32
688,High Mage Anubisius,0,0,136
688,High Mage Atenza,0,0,90
688,High Mage Martis,0,0,25
688,High Mage Kepura,0,0,80
688,Labyrinth Mage,0,0,24
688,Seto 2nd,0,0,24
688,Guardian Sebek,0,0,20
688,Guardian Neku,0,0,48
688,Heishin 2nd,0,0,48
688,Seto 3rd,0,0,48
688,Nitemare,0,0,76
688,Duel Master K,0,0,32
689,High Mage Anubisius,0,0,100
689,Guardian Neku,0,0,46
689,Heishin 2nd,0,0,46
689,Seto 3rd,0,0,40
689,Darknite,0,0,40
690,Simon Muran,0,18,20
690,Teana,0,15,52
690,Jono,0,18,16
690,Villager1,16,18,22
690,Villager2,0,0,32
690,Villager3,0,0,32
690,Seto,0,0,32
690,Heishin,0,0,20
690,Rex Raptor,0,0,32
690,Weevil Underwood,0,0,32
690,Mai Valentine,0,0,32
690,Bandit Keith,0,0,36
690,Shadi,0,0,210
690,Yami Bakura,0,0,32
690,Pegasus,0,0,120
690,Isis,10,0,36
690,Kaiba,0,0,48
690,Mage Soldier,0,0,52
690,High Mage Anubisius,0,0,136
690,Montain Mage,0,0,12
690,High Mage Atenza,0,0,90
690,Meadow Mage,20,0,32
690,High Mage Kepura,0,0,80
690,Heishin 2nd,0,0,48
690,Darknite,0,0,48
690,Duel Master K,0,0,32
691,Villager1,0,0,12
691,Yami Bakura,0,0,10
691,Montain Mage,0,0,8
691,Seto 3rd,0,0,8
692,Villager1,0,0,12
692,Yami Bakura,0,0,10
692,Ocean Mage,0,0,120
692,Montain Mage,0,0,8
692,Seto 3rd,0,0,8
693,Villager1,0,0,12
693,Villager2,0,0,32
693,Villager3,0,0,32
693,Heishin,0,0,24
693,Weevil Underwood,0,0,32
693,Shadi,0,0,80
693,Yami Bakura,0,0,32
693,Pegasus,0,0,120
693,Kaiba,0,0,80
693,Montain Mage,0,0,8
693,High Mage Martis,0,34,36
693,Seto 3rd,0,0,8
693,Darknite,0,0,24
693,Duel Master K,12,0,32
694,Villager1,0,0,12
694,Heishin,5,0,0
694,Yami Bakura,0,0,10
694,Montain Mage,0,0,8
694,Seto 3rd,0,0,8
695,Villager1,0,0,12
695,Heishin,0,0,24
695,Weevil Underwood,0,0,32
695,Bandit Keith,0,0,32
695,Yami Bakura,0,0,32
695,Pegasus,0,0,120
695,Kaiba,0,0,80
695,Montain Mage,0,0,8
695,High Mage Martis,0,34,36
695,Darknite,0,0,24
695,Duel Master K,12,0,0
696,High Mage Anubisius,0,0,100
697,Villager1,0,0,12
697,Yami Bakura,0,0,10
697,Jono 2nd,0,0,100
697,Montain Mage,0,0,8
697,High Mage Kepura,0,0,50
697,Seto 3rd,0,0,8
698,Teana,0,0,20
698,Villager1,0,0,12
698,Yami Bakura,0,0,10
698,Teana 2nd,0,0,154
698,Montain Mage,0,0,8
698,Seto 3rd,0,0,8
699,Teana,0,1,20
699,Villager1,0,0,12
699,Rex Raptor,0,0,32
699,Weevil Underwood,0,0,32
699,Yami Bakura,0,0,32
699,Pegasus,0,0,32
699,Kaiba,0,0,40
699,Montain Mage,0,0,8
699,Desert Mage,0,0,48
699,Darknite,0,0,32
699,Duel Master K,20,0,0
700,Villager1,0,0,12
700,Yami Bakura,0,0,10
700,Ocean Mage,0,0,130
700,Montain Mage,0,0,8
700,Seto 3rd,0,0,8
701,Seto,8,0,0
701,Kaiba,4,0,0
701,Teana 2nd,10,0,40
701,Meadow Mage,5,0,0
701,High Mage Kepura,17,0,0
702,Seto,0,0,10
702,Heishin,5,0,0
702,Meadow Mage,5,0,0
702,High Mage Kepura,20,0,0
703,Forest Mage,4,0,0
703,High Mage Anubisius,6,0,30
703,Heishin 2nd,12,0,0
703,Seto 3rd,12,0,0
704,Kaiba,3,0,0
705,Montain Mage,0,0,32
705,High Mage Atenza,10,0,15
706,Montain Mage,16,0,0
706,High Mage Atenza,16,0,15
706,Heishin 2nd,0,0,24
707,Pegasus,8,0,0
707,Jono 2nd,0,0,10
707,Meadow Mage,20,0,0
707,Guardian Neku,8,0,0
707,Heishin 2nd,12,0,24
707,Darknite,16,0,0
707,Nitemare,0,0,48
708,Isis,4,0,0
708,Teana 2nd,0,0,20
709,Heishin,0,0,14
709,Yami Bakura,10,0,20
709,High Mage Martis,12,0,0
709,Guardian Neku,14,0,38
709,Heishin 2nd,4,0,0
709,Darknite,8,0,0
710,Ocean Mage,1,0,0
710,High Mage Secmeton,8,0,36
711,Montain Mage,14,0,0
711,High Mage Atenza,0,0,15
711,Seto 2nd,0,16,0
711,Darknite,8,0,0
712,Montain Mage,16,6,0
712,Meadow Mage,20,12,0
713,Heishin,4,0,0
713,High Mage Atenza,20,0,0
713,Heishin 2nd,4,0,24
714,Heishin,4,0,0
714,Forest Mage,0,0,32
714,Montain Mage,0,2,0
714,Meadow Mage,20,2,0
714,Heishin 2nd,10,0,0
714,Duel Master K,16,0,0
715,Seto,8,0,32
715,Heishin,5,0,15
715,Guardian Neku,14,0,0
715,Seto 3rd,30,0,0
715,Nitemare,20,0,0
715,Duel Master K,2,0,0
716,Heishin,5,0,0
716,Mage Soldier,8,0,0
716,High Mage Kepura,8,0,34
716,Heishin 2nd,10,0,0
716,Seto 3rd,12,0,0
716,Darknite,8,0,0
717,Heishin,0,0,15
717,High Mage Anubisius,6,0,20
718,Heishin,0,0,15
718,Ocean Mage,8,0,36
719,Heishin,5,0,0
719,High Mage Martis,12,0,0
720,Heishin,5,0,15
720,Yami Bakura,10,0,0
720,High Mage Martis,12,0,0
720,Guardian Neku,10,0,0
720,Heishin 2nd,10,0,24
720,Darknite,0,0,52
721,Heishin,0,0,8
721,Guardian Neku,0,0,40
722,Shadi,8,0,0
722,Duel Master K,2,0,20
